Brand,Total_Mentions,Positive_Pct,Negative_Pct,Neutral_Pct
Apple,120,43.333333333333336,1.6666666666666667,55.00000000000001
Google,84,30.952380952380953,7.142857142857142,61.904761904761905
iPhone,60,23.333333333333332,5.0,71.66666666666667
iPad,191,40.31413612565445,3.1413612565445024,56.54450261780105
Android,22,27.27272727272727,0.0,72.72727272727273
iPad or iPhone App,94,60.63829787234043,4.25531914893617,35.1063829787234
